category,lemmatized_text
cs.AI,decomposable dependency model posse number interesting useful property paper present new characterization decomposable model term independence relationship obtained adding single axiom wellknown set characterizing dependency model isomorphic undirected graph also briefly discus potential application result problem learning graphical model data
cs.AI,instancebased learning technique typically handle continuous linear input value well often handle nominal input attribute appropriately value difference metric vdm designed find reasonable distance value nominal attribute value largely ignores continuous attribute requiring discretization map continuous value nominal value paper proposes three new heterogeneous distance function called heterogeneous value difference metric hvdm interpolated value difference metric ivdm windowed value difference metric wvdm new distance function designed handle application nominal attribute continuous attribute experiment application new distance metric achieve higher classification accuracy average three previous distance function datasets nominal continuous attribute
cs.AI,previous approach analyzing spontaneously spoken language often based encoding syntactic semantic knowledge manually symbolically progress using statistical connectionist language model many current spoken language system still use relatively brittle handcoded symbolic grammar symbolic semantic component contrast describe socalled screening approach learning robust processing spontaneously spoken language screening approach flat analysis us shallow sequence category representation analyzing utterance various syntactic semantic dialog level rather using deeply structured symbolic analysis use flat connectionist analysis screening approach aim supporting speech language processing using datadriven learning robustness connectionist network order test approach developed screen system based new robust learned flat analysis paper focus detailed description screen architecture flat syntactic semantic analysis interaction speech recognizer detailed evaluation analysis robustness influence noisy incomplete input main result paper flat representation allow robust processing spontaneous spoken language deeply structured representation particular show faulttolerance learning capability connectionist network support flat analysis providing robust spokenlanguage processing within overall hybrid symbolicconnectionist framework
cs.AI,modern formalism used database artificial intelligence describing application domain based notion class concept relationship among class one interesting feature formalism possibility defining class ie providing set property precisely characterize instance class many recent article point several way assigning meaning class definition containing sort recursion paper argue instead choosing single style semantics achieve better result adopting formalism allows different semantics coexist demonstrate feasibility argument presenting knowledge representation formalism description logic mualcq characteristic addition construct conjunction disjunction negation quantifier qualified number restriction mualcq includes special fixpoint construct express suitably interpreted recursive definition construct enable usual framebased description combined definition recursive data structure directed acyclic graph list stream etc establish several property mualcq including decidability computational complexity reasoning formulating correspondence particular modal logic program called modal mucalculus
cs.AI,argue analysis agentenvironment interaction extended include convention invariant maintained agent throughout activity refer thicker notion environment lifeworld present partial set formal tool describing structure lifeworlds way computationally simplify activity one specific example apply tool analysis toast system show version system different control structure fact implement common control structure together different convention encoding task state position state object environment
cs.AI,describe new paradigm implementing inference belief network consists two step compiling belief network arithmetic expression called query dag qdag answering query using simple evaluation algorithm node qdag represents numeric operation number symbol evidence leaf node qdag represents answer network query probability event interest appears qdags generated using standard algorithm exact inference belief network show generated using clustering conditioning algorithm time space complexity qdag generation algorithm worse time complexity inference algorithm based complexity qdag evaluation algorithm linear size qdag inference amount standard evaluation arithmetic expression represents intended value qdags reducing software hardware resource required utilize belief network online realworld application proposed framework also facilitates development online inference different software hardware platform due simplicity qdag evaluation algorithm interestingly enough qdags found serve purpose simple technique reducing qdags tend subsume relatively complex optimization technique beliefnetwork inference networkpruning computationcaching
cs.AI,algorithm learns set example ideally able exploit available resource abundant computing power b domainspecific knowledge improve ability generalize connectionist theoryrefinement system use background knowledge select neural network topology initial weight proven effective exploiting domainspecific knowledge however exploit available computing power weakness occurs lack ability refine topology neural network produce thereby limiting generalization especially given impoverished domain theory present regent algorithm us domainspecific knowledge help create initial population knowledgebased neural network b genetic operator crossover mutation specifically designed knowledgebased network continually search better network topology experiment three realworld domain indicate new algorithm able significantly increase generalization compared standard connectionist theoryrefinement system well previous algorithm growing knowledgebased network
cs.AI,several recent study compared relative efficiency alternative flaw selection strategy partialorder causal link pocl planning review literature present new experimental result generalize earlier work explain discrepancy particular describe leastcost flaw repair lcfr strategy developed analyzed joslin pollack compare strategy including gerevini schubert zlifo strategy lcfr zlifo make different apparently conflicting claim effective way reduce searchspace size pocl planning resolve conflict arguing much benefit gerevini schubert ascribe lifo component zlifo strategy better attributed cause show many problem strategy combine leastcost flaw selection delay separable threat effective reducing searchspace size without excessive computational overhead although strategy thus provides good default also show certain domain characteristic may reduce effectiveness
cs.AI,investigate computational property spatial algebra rcc restricted version rcc framework spatial reasoning satisfiability problem rcc known npcomplete much known approximately four billion subclass provide complete classification satisfiability subclass polynomial npcomplete respectively process identify maximal tractable subalgebras four total
cs.AI,easyhardeasy pattern difficulty combinatorial search problem constraint added explained due competition decrease number solution increased pruning test generality explanation examining one prediction number solution held fixed choice problem increased pruning lead monotonic decrease search cost instead find easyhardeasy pattern median search cost even number solution held constant search method generalizes previous observation pattern show existing theory explain full range peak search cost case pattern appears due change size minimal unsolvable subproblems rather changing number solution
cs.AI,paper combine two important direction research temporal resoning finding maximal tractable subclass allen interval algebra reasoning metric temporal information eight new maximal tractable subclass allen interval algebra presented subsuming previously reported tractable algebra algebra allow metric temporal constraint interval starting ending point using recent framework horn dlrs two algebra express notion sequentiality interval first algebra admitting qualitative metric time
cs.AI,starting likelihood preference order world extend likelihood ordering set world natural way examine resulting logic lewis earlier considered notion relative likelihood context studying counterfactuals assumed total preference order world complication arise examining partial order present total order subtlety involving exact approach lifting order world order set world addition axiomatization logic relative likelihood case partial order give insight connection relative likelihood default reasoning
cs.AI,many ai researcher today striving build agent team complex dynamic multiagent domain intended application arena education training entertainment information integration collective robotics unfortunately uncertainty complex dynamic domain obstruct coherent teamwork particular team member often encounter differing incomplete possibly inconsistent view environment furthermore team member unexpectedly fail fulfilling responsibility discover unexpected opportunity highly flexible coordination communication key addressing uncertainty simply fitting individual agent precomputed coordination plan inflexibility cause severe failure teamwork domainspecificity hinders reusability central hypothesis key flexibility reusability providing agent general model teamwork agent exploit model autonomously reason coordination communication providing requisite flexibility furthermore model enable reuse across domain saving implementation effort enforcing consistency article present one general implemented model teamwork called steam basic building block teamwork steam joint intention cohen levesque b teamwork steam based agent building partial hierarchy joint intention hierarchy seen parallel grosz krauss partial sharedplans furthermore steam team member monitor team individual member performance reorganizing team necessary finally decisiontheoretic communication selectivity steam ensures reduction communication overhead teamwork appropriate sensitivity environmental condition article describes steam application three different complex domain present detailed empirical result
cs.AI,sequitur algorithm infers hierarchical structure sequence discrete symbol replacing repeated phrase grammatical rule generates phrase continuing process recursively result hierarchical representation original sequence offer insight lexical structure algorithm driven two constraint reduce size grammar produce structure byproduct sequitur break new ground operating incrementally moreover method simple structure permit proof operates space time linear size input implementation process symbol per second applied extensive range real world sequence
cs.AI,casebased planning cbp provides way scaling domainindependent planning solve large problem complex domain replaces detailed lengthy search solution retrieval adaptation previous planning experience general cbp demonstrated improve performance generative fromscratch planning however performance improvement provides dependent adequate judgement problem similarity particular although cbp may substantially reduce planning effort overall subject misretrieval problem success cbp depends retrieval error relatively rare paper describes design implementation replay framework casebased planner dersnlpebl dersnlpebl extends current cbp methodology incorporating explanationbased learning technique allow explain learn retrieval failure encounter technique used refine judgement case similarity response feedback wrong decision made failure analysis used building case library addition repairing case large problem split stored single goal subproblems multigoal problem stored smaller case fail merged full solution empirical evaluation approach demonstrates advantage learning experienced retrieval failure
cs.AI,partially observable markov decision process pomdps natural model planning problem effect action nondeterministic state world completely observable difficult solve pomdps exactly paper proposes new approximation scheme basic idea transform pomdp another one additional information provided oracle oracle informs planning agent current state world certain region transformed pomdp consequently said region observable easier solve original pomdp propose solve transformed pomdp use optimal policy construct approximate policy original pomdp controlling amount additional information oracle provides possible find proper tradeoff computational time approximation quality term algorithmic contribution study detail exploit region observability solving transformed pomdp facilitate study also propose new exact algorithm general pomdps algorithm conceptually simple yet significantly efficient previous exact algorithm
cs.AI,model nonbayesian agent face repeated game incomplete information nature appropriate tool modeling general agentenvironment interaction model environment state controlled nature may change arbitrarily feedbackreward function initially unknown agent bayesian form prior probability neither state selection strategy nature reward function policy agent function assigns action every history observation action two basic feedback structure considered one perfect monitoring case agent able observe previous environment state part feedback imperfect monitoring case available agent reward obtained setting refer partially observable process current environment state unknown main result refers competitive ratio criterion perfect monitoring case prove existence efficient stochastic policy ensures competitive ratio obtained almost stage arbitrarily high probability efficiency measured term rate convergence shown optimal policy exist imperfect monitoring case moreover proved perfect monitoring case exist deterministic policy satisfies long run optimality criterion addition discus maxmin criterion prove deterministic efficient optimal strategy exist imperfect monitoring case criterion finally show approach longrun optimality viewed qualitative distinguishes previous work area
cs.AI,local search algorithm combinatorial search problem frequently encounter sequence state impossible improve value objective function move region called plateau move dominate time spent local search analyze characterize plateau three different class randomly generated boolean satisfiability problem identify several interesting feature plateau impact performance local search algorithm show local minimum tend small occasionally may large also show local minimum escaped without unsatisfying large number clause systematically searching escape route may computationally expensive local minimum large show plateau exit called bench tend much larger minimum bench exit state local search use escape show solution ie global minimum randomly generated problem instance form cluster behave similarly local minimum revisit several enhancement local search algorithm explain performance light result finally discus strategy creating next generation local search algorithm
cs.AI,assessment bidirectional heuristic search incorrect since first published quarter century ago quite long time search strategy achieve expected result major misunderstanding reason behind although still widespread belief bidirectional heuristic search afflicted problem search frontier passing demonstrate conjecture wrong based finding present new generic approach bidirectional heuristic search new approach dynamically improving heuristic value feasible bidirectional search approach put perspective traditional recently proposed approach order facilitate better overall understanding empirical result experiment new approach show bidirectional heuristic search performed efficiently also limited memory result suggest bidirectional heuristic search appears better solving certain difficult problem corresponding unidirectional search provides evidence usefulness search strategy long neglected summary show bidirectional heuristic search viable consequently propose reconsidered
cs.AI,approximating general formula horn formula horn envelope horn core respectively proposed selman kautz form knowledge compilation supporting rapid approximate reasoning negative side scheme static support update certain complexity drawback pointed kavvadias papadimitriou sideri hand many framework scheme proposed literature theory update revision plagued serious complexitytheoretic impediment even horn case pointed eiter gottlob demonstrated present paper fundamentally scheme inductive may lose single update positive property represented set formula small size horn structure etc paper propose new scheme incremental recompilation combine horn approximation modelbased update scheme inductive efficient free problem facing constituent set formula represented upper lower horn approximation update replace upper horn formula horn envelope minimumchange update similarly lower one horn core update key fact enables scheme horn envelope core easy compute underlying formula result minimumchange update horn formula clause conjecture efficient algorithm possible complex update
cs.AI,important characteristic many logic artificial intelligence nonmonotonicity mean adding formula premise invalidate consequence may however exist formula always safely added premise without destroying consequence say respect monotonicity also may formula consequence invalidated adding formula premise call conservative study two class formula preferential logic show closely linked formula whose truthvalue preserved along preferential ordering consider preferential logic illustration prove syntactic characterization result result paper may improve efficiency theorem provers preferential logic
cs.AI,existing plan synthesis approach artificial intelligence fall two category domain independent domain dependent domain independent approach applicable across variety domain may efficient one given domain domain dependent approach need redesigned domain separately efficient domain designed one enticing alternative approach automatically synthesize domain independent planner given knowledge domain theory planning paper investigate feasibility using existing automated software synthesis tool support synthesis specifically describe architecture called clay kestrel interactive development system kid used derive domaincustomized planner semiautomatic combination declarative theory planning declarative control knowledge specific given domain semiautomatically combine derive domaincustomized planner discus mean write declarative theory planning control knowledge kid illustrate approach generating class domainspecific planner using state space refinement experiment show synthesized planner outperform classical refinement planner implemented instantiation ucp kambhampati srivastava using control knowledge contrast cost benefit synthesis approach conventional method customizing domain independent planner
cs.AI,paper introduces new algorithm data structure quick counting machine learning datasets focus counting task constructing contingency table approach also applicable counting number record dataset match conjunctive query subject certain assumption cost operation shown independent number record dataset loglinear number nonzero entry contingency table provide sparse data structure adtree minimize memory use provide analytical worstcase bound structure several model data distribution empirically demonstrate tractablysized data structure produced large realworld datasets using sparse tree structure never allocates memory count zero b never allocating memory count deduced count c bothering expand tree fully near leaf show adtree used accelerate bayes net structure finding algorithm rule learning algorithm feature selection algorithm provide number empirical result comparing adtree method traditional direct counting approach also discus possible us adtrees machine learning method discus merit adtrees comparison alternative representation kdtrees rtrees frequent set
cs.AI,paper consider problem theory patching given domain theory whose component indicated possibly flawed set labeled training example domain concept theory patching problem revise indicated component theory resulting theory correctly classifies training example theory patching thus type theory revision revision made individual component theory concern paper determine class logical domain theory theory patching problem tractable consider propositional firstorder domain theory show theory patching problem equivalent determining information contained theory stable regardless revision might performed theory show determining stability tractable input theory satisfies two condition revision theory component monotonic effect classification example theory component act independently classification example theory also show concept introduced used determine soundness completeness particular theory patching algorithm
cs.AI,paper reinvestigate windowing rule learning algorithm show contrary previous result decision tree learning windowing fact achieve significant runtime gain noisefree domain explain different behavior rule learning algorithm fact learn rule independently main contribution paper integrative windowing new type algorithm exploit property integrating good rule final theory right discovered thus avoids relearning rule subsequent iteration windowing process experimental evidence variety noisefree domain show integrative windowing fact achieve substantial runtime gain furthermore discus problem noise windowing present algorithm able achieve runtime gain set experiment simple domain artificial noise
cs.AI,paper present comprehensive approach modelbased diagnosis includes proposal characterizing computing preferred diagnosis assuming system description augmented system structure directed graph explicating interconnection system component specifically first introduce notion consequence syntactically unconstrained propositional sentence characterizes consistencybased diagnosis show standard characterization diagnosis minimal conflict correspond syntactic variation consequence second propose new syntactic variation consequence known negation normal form nnf discus merit compared standard variation third introduce basic algorithm computing consequence nnf given structured system description show system structure contain cycle always linearsize consequence nnf computed linear time arbitrary system structure show precise connection complexity computing consequence topology underlying system structure finally present algorithm enumerates preferred diagnosis characterized consequence algorithm shown take linear time size consequence preference criterion satisfies general condition
cs.AI,one common mechanism used speeding problem solver macrolearning macro sequence basic operator acquired problem solving macro used problem solver basic operator major problem macrolearning present vast number macro available acquisition macro increase branching factor search space severely degrade problemsolving efficiency make macro learning useful program must selective acquiring utilizing macro paper describes general method selective acquisition macro solvable training problem generated increasing order difficulty macro acquired take problem solver local minimum better state utility method demonstrated several domain including domain nxn slidingtile puzzle learning small puzzle system able efficiently solve puzzle size
cs.LG,paper present maxq approach hierarchical reinforcement learning based decomposing target markov decision process mdp hierarchy smaller mdps decomposing value function target mdp additive combination value function smaller mdps paper defines maxq hierarchy prof formal result representational power establishes five condition safe use state abstraction paper present online modelfree learning algorithm maxqq prof converges wih probability kind locallyoptimal policy known recursively optimal policy even presence five kind state abstraction paper evaluates maxq representation maxqq series experiment three domain show experimentally maxqq state abstraction converges recursively optimal policy much faster flat q learning fact maxq learns representation value function important benefit make possible compute execute improved nonhierarchical policy via procedure similar policy improvement step policy iteration paper demonstrates effectiveness nonhierarchical execution experimentally finally paper concludes comparison related work discussion design tradeoff hierarchical reinforcement learning
cs.LG,many researcher explored method hierarchical reinforcement learning rl temporal abstraction abstract action defined perform many primitive action terminating however little known learning state abstraction aspect state space ignored previous work developed maxq method hierarchical rl paper define five condition state abstraction combined maxq value function decomposition prove maxqq learning algorithm converges condition show experimentally state abstraction important successful application maxqq learning
cs.LG,multiplicative newtonlike method developed author et al extended situation dynamic restricted orthogonal group general framework constructed without specifying cost function though restriction orthogonal group make problem somewhat complicated explicit expression amount individual jump obtained algorithm exactly secondorderconvergent global instability inherent newton method remedied levenbergmarquardttype variation method thus constructed readily applied independent component analysis remarkable performance illustrated numerical simulation
cs.LG,construct new algorithm scratch use fourth order cumulant stochastic variable cost function multiplicative updating rule constructed natural homogeneous nature lie group numerous merit rigorous treatment dynamic one consequence second order convergence shown cost function function invariant componentwise scaling choosen identifying point transformed scaling assume dynamic coset space method point move toward direction coset thus prewhitening required
cs.LG,given reference computer kolmogorov complexity well defined function binary string standard approach however asymptotic property function considered depend reference computer argue approach useful refined include important practical case simple binary string kolmogorov complexity calculus may developed case restrict class available reference computer interesting problem define class computer restricted natural way modeling reallife situation limited class computer physically available u give example natural restriction might look like mathematically show restriction error term even logarithmic complexity disappear standard complexity calculus keywords kolmogorov complexity algorithmic information theory
cs.LG,realworld environment usually difficult specify target operating condition precisely example target misclassification cost uncertainty make building robust classification system problematic show possible build hybrid classifier perform least well best available classifier target condition case performance hybrid actually surpass best known classifier robust performance extends across wide variety comparison framework including optimization metric accuracy expected cost lift precision recall workforce utilization hybrid also efficient build store update hybrid based method comparison classifier performance robust imprecise class distribution misclassification cost roc convex hull rocch method combine technique roc analysis decision analysis computational geometry adapts particular analyzing learned classifier method efficient incremental minimizes management classifier performance data allows clear visual comparison sensitivity analysis finally point empirical evidence robust hybrid classifier indeed needed many realworld problem
cs.LG,approach clustering presented adapts basic topdown induction decision tree method towards clustering aim employ principle instance based learning resulting methodology implemented tic top induction clustering tree system first order clustering tic system employ first order logical decision tree representation inductive logic programming system tilde various experiment tic presented propositional relational domain
cs.LG,comparing inductive logic programming ilp attributevalue learning technique tradeoff expressive power efficiency inductive logic programming technique typically expressive also le efficient therefore data set handled current inductive logic programming system small according general standard within data mining community main source inefficiency lie assumption several example may related handled independently within learning interpretation framework inductive logic programming assumption unnecessary allows scale existing ilp algorithm paper explain learning setting context relational database relate setting propositional data mining classical ilp setting show learning interpretation corresponds learning multiple relation thus extends expressiveness propositional learning maintaining efficiency large extent case classical ilp setting case study present two alternative implementation ilp system tilde topdown induction logical decision tree tildeclassic load data main memory tildelds load example one one experimentally compare implementation showing tildelds handle large data set order example mb indeed scale linearly number example
cs.LG,order agent perform well partially observable domain usually necessary action depend history observation paper explore stigmergic approach agent action include ability set clear bit external memory external memory included part input agent case need learn reactive policy highly nonmarkovian domain explore two algorithm sarsalambda empirical success partially observable domain vaps new algorithm due baird moore convergence guarantee partially observable domain compare performance two algorithm benchmark problem
cs.LG,crossvalidation useful generally applicable technique often employed machine learning including decision tree induction important disadvantage straightforward implementation technique computational overhead paper show decision tree computational overhead crossvalidation reduced significantly integrating crossvalidation normal decision tree induction process discus existing decision tree algorithm adapted aim provide analysis speedup adaptation may yield analysis supported experimental result
cs.LG,markov blanket bayesian classifier recentlyproposed algorithm construction probabilistic classifier paper present empirical comparison mbbc algorithm three bayesian classifier naive bayes treeaugmented naive bayes general bayesian network implemented using k framework cooper herskovits classifier compared term performance using simple accuracy measure roc curve speed range standard benchmark data set concluded mbbc competitive term speed accuracy algorithm considered
cs.LG,biological data often case observed data available subset sample kernel matrix derived data leave entry unavailable sample missing paper make use parametric model kernel matrix estimate missing entry fitting model existing entry parametric model created set spectral variant complete kernel matrix derived another information source model fitting adopt em algorithm based information geometry positive definite matrix report promising result bacteria clustering experiment using two marker sequence gyrb
cs.LG,learn statistical dependency among random variable requires exponentially large sample size number observed random variable arbitrary joint probability distribution occur consider case sparse data strongly suggest probability described simple bayesian network ie graph small indegree delta simple law also explain data high confidence shown calculating bound vc dimension set probability measure correspond simple graph allows select network structural risk minimization give reliability bound error estimated joint measure without contrast previous paper prior assumption set possible joint measure complexity searching optimal bayesian network indegree delta increase polynomially number random varibales constant delta optimal joint measure associated given graph found convex optimization
cs.LG,make progress two important problem regarding attribute efficient learnability first give algorithm learning decision list length k n variable using tildeok log n example time ntildeok first algorithm learning decision list subexponential sample complexity subexponential running time relevant parameter approach establishes relationship attribute efficient learning polynomial threshold function based new construction low degree low weight polynomial threshold function decision list wide range parameter construction match lower bound due beigel oddmaxbit predicate give essentially optimal tradeoff polynomial threshold function degree weight second give algorithm learning unknown parity function k n variable using onk example time polynomial n kolog n yield polynomial time algorithm sample complexity first polynomial time algorithm learning parity superconstant number variable sublinear sample complexity
cs.LG,using naive bayes email classification become popular within last month quite easy implement efficient paper want present empirical result email classification using combination naive bayes knearest neighbor search using technique show accuracy bayes filter improved slightly high number feature significantly small number feature
cs.LG,offered pool test point different subject different aspect subject together order get unitary rating score way nonlinear transformation indicator point accordance zipfs distribution proposed use wellstudied distribution intellectuality quotient iq reference distribution latent variable progress study
cs.LG,last year timeseries mining become challenging issue researcher important application lie monitoring purpose require analyzing large set timeseries learning usual pattern deviation learned profile considered unexpected situation moreover complex application may involve temporal study several heterogeneous parameter paper propose method mining heterogeneous multivariate timeseries learning meaningful pattern proposed approach allows mixed timeseries containing pattern nonpattern data imprecise match outlier stretching global translating pattern instance time present early result approach context monitoring health status person home purpose build behavioral profile person analyzing time variation several quantitative qualitative parameter recorded provision sensor installed home
cs.LG,discus stability class learning algorithm respect noisy label algorithm consider regression involve minimization regularized risk functionals lf n sumi fxiyi lambda fh shall call algorithm stable yi noisy version fxi function f h output algorithm converges f regularization term noise simultaneously vanish consider two flavor problem one data set n point remains fixed n infinity case n infinity give condition convergence fe function expectation yx x lambda fixed n case describe limiting nonnoisy nonregularized function f give condition convergence process develop set tool dealing functionals lf applicable many problem learning theory
cs.LG,consider probability hierarchy popperian finite learning study general property hierarchy prove probability hierarchy decidable ie exists algorithm receives p p answer whether pfintype learning probability success p equivalent pfintype learning probability success p prove result analyze topological structure probability hierarchy prove wellordered descending ordering orderequivalent ordinal epsilon show structure hierarchy complicated using similar method also prove pfintype learning team learning probabilistic learning power
cs.LG,analyze new algorithm probability forecasting binary observation basis available data without making assumption way observation generated algorithm shown well calibrated good resolution long enough sequence observation suitable choice parameter kernel cartesian product forecast space data space main result nonasymptotic establish explicit inequality shown tight performance algorithm
cs.LG,consider general class forecasting protocol called linear protocol discus several important special case including multiclass forecasting forecasting formalized game three player reality whose role generate observation forecaster whose goal predict observation skeptic try make money lack agreement forecaster prediction actual observation main mathematical result continuous strategy skeptic linear protocol exists strategy forecaster allow skeptic capital grow result metatheorem allows one transform continuous law probability linear protocol forecasting strategy whose prediction guaranteed satisfy law apply metatheorem weak law large number hilbert space obtain version k prediction algorithm linear protocol show version also satisfies attractive property proper calibration resolution suitable choice kernel parameter assumption way data generated
cs.LG,article offer parameter model testing difference ability level examinee item difficulty examinee discrimination item discrimination model parameter
cs.LG,propose new framework building evaluating machine learning algorithm argue many realworld problem require agent must quickly learn respond demand yet continue perform respond new training throughout useful life give framework agent built describe several metric evaluating show subtle change system construction significantly affect agent performance
cs.LG,present work new methodology design kernel data structured smaller component text image sequence methodology template procedure applied kernel measure take advantage detailed bag component representation object obtain detailed description consider possible decomposition original bag collection nested bag following prior knowledge object structure consider smaller bag compare two object detailed perspective stressing local match smaller bag global coarse perspective considering entire bag multiresolution approach likely best suited task coarse approach precise enough subtle mixture local global similarity necessary compare object approach presented would computationally tractable without factorization trick introduce presenting promising result image retrieval task
cs.LG,paper show universal learning achieved expert advice aim specify expert algorithm following characteristic us feedback action actually chosen bandit setup b applied countably infinite expert class c cope loss may grow time appropriately slowly prove loss bound adaptive adversary obtain master algorithm reactive expert problem mean master action may influence behavior adversary algorithm significantly outperform standard expert algorithm problem finally combine universal expert class resulting universal learner performs certain sense almost well computable strategy online decision problem also specify worstcase convergence speed slow
cs.LG,main problem follow perturbed leader strategy online decision problem regret bound typically proven oblivious adversary partial observation case clear obtain performance guarantee adaptive adversary without worsening bound propose conceptually simple argument resolve problem using regret bound ot fpl adversarial multiarmed bandit problem shown bound hold common fpl variant using observation designated exploration round using observation allows stronger bound ot matching best bound known far essentially known lower bound adversarial bandit surprisingly variant even need explicit exploration selfstabilizing however sampling probability either externally provided approximated sufficient accuracy using ot log sample step
cs.LG,naive bayes simple bayesian classifier strong independence assumption among attribute classifier desipte strong independence assumption often performs well practice believed relaxing independence assumption naive bayes classifier may improve classification accuracy resulting structure finding optimal unconstrained bayesian network reasonable scoring measure nphard problem possible learn polynomial time optimal network obeying various structural restriction several author examined possibility adding augmenting arc attribute naive bayes classifier friedman geiger goldszmidt define tan structure augmenting arc form tree attribute present polynomial time algorithm learns optimal tan respect mdl score keogh pazzani define augmented bayes network augmenting arc form forest attribute collection tree hence relaxation stuctural restriction tan present heuristic search method learning good though optimal augmenting arc set author however evaluate learned structure term observed misclassification error scoring metric mdl paper present simple polynomial time greedy algorithm learning optimal augmented bayes network respect mdl score
cs.LG,consider problem learning union rectangle domain bn uniform distribution membership query learning setting b n large obtain polyn log btime algorithm following class polyn log bway majority ofraclogn log b log logn log bdimensional rectangle union polylogn log b many ofraclog n log b log logn log b log log log n log bdimensional rectangle polyn log bway majority polyn log bor disjoint ofraclogn log b log logn log bdimensional rectangle main algorithmic tool extension jackson boosting fourierbased harmonic sieve algorithm jackson domain bn building work akavia goldwasser safra ingredient used obtain result stated technique exact learning beimel kushilevitz idea recent work learning augmented ac circuit jackson klivans servedio representing boolean function threshold parity klivans servedio
cs.LG,consider problem online prediction realvalued label assumed bounded absolute value known constant new object known labeled object prediction algorithm performance measured squared deviation prediction actual label stochastic assumption made way label object generated instead given benchmark class prediction rule hoped produce good prediction show wide range infinitedimensional benchmark class one construct prediction algorithm whose cumulative loss first n example exceed cumulative loss prediction rule class plus osqrtn main difference known result impose upper bound norm considered prediction rule achieve optimal leading term excess loss algorithm benchmark class universal dense class continuous function compact set provides online nonstochastic analogue universally consistent prediction nonparametric statistic use two proof technique one based aggregating algorithm recently developed method defensive forecasting
cs.LG,problem finding optimum using noisy evaluation smooth cost function arises many context including economics business medicine experiment design foraging theory derive asymptotic bound e xt x osqrtt rate convergence sequence x x generated unbiased feedback process observing noisy evaluation unknown quadratic function maximised x bound tight proof lead simple algorithm meet establish bound total regret e sumit xi x osqrtt bound may impose practical limitation agent performance oeps query made query converge x eps accuracy
cs.LG,key data preparation step text mining term extraction selects term collocation word attached specific concept paper task extracting relevant collocation achieved supervised learning algorithm exploiting collocation manually labelled relevantirrelevant candidate term described along standard statistical criterion measure example evolutionary learning algorithm termed roger based optimization area roc curve criterion extract order candidate term robustness approach demonstrated two realworld domain application considering different domain biology human resource different language english french
cs.LG,consider problem online prediction competitive benchmark class continuous highly irregular prediction rule known benchmark class reproducing kernel hilbert space exists prediction algorithm whose average loss first n example exceed average loss prediction rule class plus regret term element natural benchmark class however irregular class hilbert space paper develop banachspace method construct prediction algorithm regret term onp p infty p reflects degree benchmark class fails hilbert space
cs.LG,fitness function based test case common genetic programming gp process assimilated learning task inference model limited number sample paper investigation two method improve generalization gpbased learning selection bestofrun individual using three data set methodology application parsimony pressure order reduce complexity solution result using gp binary classification setup show accuracy test set preserved le variance compared baseline result mean tree size obtained tested method significantly reduced
